reference_generic,month,year,ct_studies,month_year,hover_text
pegfilgrastim,December,2017,0,2017-12-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>December-2017<br><b>No. of CT Studies: </b>0
pegfilgrastim,December,2018,0,2018-12-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>December-2018<br><b>No. of CT Studies: </b>0
pegfilgrastim,December,2019,2,2019-12-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>December-2019<br><b>No. of CT Studies: </b>2
pegfilgrastim,February,2010,2,2010-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2010<br><b>No. of CT Studies: </b>2
pegfilgrastim,February,2011,2,2011-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2011<br><b>No. of CT Studies: </b>2
pegfilgrastim,February,2012,3,2012-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2012<br><b>No. of CT Studies: </b>3
pegfilgrastim,February,2013,2,2013-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2013<br><b>No. of CT Studies: </b>2
pegfilgrastim,February,2014,2,2014-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2014<br><b>No. of CT Studies: </b>2
pegfilgrastim,February,2015,3,2015-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2015<br><b>No. of CT Studies: </b>3
pegfilgrastim,February,2016,3,2016-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2016<br><b>No. of CT Studies: </b>3
pegfilgrastim,February,2017,2,2017-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2017<br><b>No. of CT Studies: </b>2
pegfilgrastim,February,2018,4,2018-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2018<br><b>No. of CT Studies: </b>4
pegfilgrastim,February,2019,1,2019-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2019<br><b>No. of CT Studies: </b>1
pegfilgrastim,February,2020,0,2020-02-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>February-2020<br><b>No. of CT Studies: </b>0
pegfilgrastim,January,2010,1,2010-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2010<br><b>No. of CT Studies: </b>1
pegfilgrastim,January,2011,1,2011-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2011<br><b>No. of CT Studies: </b>1
pegfilgrastim,January,2012,1,2012-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2012<br><b>No. of CT Studies: </b>1
pegfilgrastim,January,2013,3,2013-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2013<br><b>No. of CT Studies: </b>3
pegfilgrastim,January,2014,0,2014-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2014<br><b>No. of CT Studies: </b>0
pegfilgrastim,January,2015,1,2015-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2015<br><b>No. of CT Studies: </b>1
pegfilgrastim,January,2016,1,2016-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2016<br><b>No. of CT Studies: </b>1
pegfilgrastim,January,2017,1,2017-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2017<br><b>No. of CT Studies: </b>1
pegfilgrastim,January,2018,2,2018-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2018<br><b>No. of CT Studies: </b>2
pegfilgrastim,January,2019,2,2019-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2019<br><b>No. of CT Studies: </b>2
pegfilgrastim,January,2020,2,2020-01-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>January-2020<br><b>No. of CT Studies: </b>2
pegfilgrastim,July,2010,1,2010-07-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>July-2010<br><b>No. of CT Studies: </b>1
pegfilgrastim,July,2011,0,2011-07-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>July-2011<br><b>No. of CT Studies: </b>0
pegfilgrastim,July,2012,4,2012-07-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>July-2012<br><b>No. of CT Studies: </b>4
pegfilgrastim,July,2013,1,2013-07-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>July-2013<br><b>No. of CT Studies: </b>1
pegfilgrastim,July,2014,1,2014-07-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>July-2014<br><b>No. of CT Studies: </b>1
pegfilgrastim,July,2015,2,2015-07-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>July-2015<br><b>No. of CT Studies: </b>2
pegfilgrastim,July,2016,1,2016-07-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>July-2016<br><b>No. of CT Studies: </b>1
pegfilgrastim,July,2017,2,2017-07-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>July-2017<br><b>No. of CT Studies: </b>2
pegfilgrastim,July,2018,1,2018-07-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>July-2018<br><b>No. of CT Studies: </b>1
pegfilgrastim,July,2019,2,2019-07-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>July-2019<br><b>No. of CT Studies: </b>2
pegfilgrastim,June,2010,1,2010-06-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>June-2010<br><b>No. of CT Studies: </b>1
pegfilgrastim,June,2011,3,2011-06-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>June-2011<br><b>No. of CT Studies: </b>3
pegfilgrastim,June,2012,5,2012-06-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>June-2012<br><b>No. of CT Studies: </b>5
pegfilgrastim,June,2013,3,2013-06-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>June-2013<br><b>No. of CT Studies: </b>3
pegfilgrastim,June,2014,1,2014-06-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>June-2014<br><b>No. of CT Studies: </b>1
pegfilgrastim,June,2015,0,2015-06-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>June-2015<br><b>No. of CT Studies: </b>0
pegfilgrastim,June,2016,4,2016-06-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>June-2016<br><b>No. of CT Studies: </b>4
pegfilgrastim,June,2017,0,2017-06-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>June-2017<br><b>No. of CT Studies: </b>0
pegfilgrastim,June,2018,2,2018-06-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>June-2018<br><b>No. of CT Studies: </b>2
pegfilgrastim,June,2019,0,2019-06-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>June-2019<br><b>No. of CT Studies: </b>0
pegfilgrastim,March,2010,0,2010-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2010<br><b>No. of CT Studies: </b>0
pegfilgrastim,March,2011,0,2011-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2011<br><b>No. of CT Studies: </b>0
pegfilgrastim,March,2012,2,2012-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2012<br><b>No. of CT Studies: </b>2
pegfilgrastim,March,2013,1,2013-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2013<br><b>No. of CT Studies: </b>1
pegfilgrastim,March,2014,3,2014-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2014<br><b>No. of CT Studies: </b>3
pegfilgrastim,March,2015,3,2015-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2015<br><b>No. of CT Studies: </b>3
pegfilgrastim,March,2016,3,2016-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2016<br><b>No. of CT Studies: </b>3
pegfilgrastim,March,2017,4,2017-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2017<br><b>No. of CT Studies: </b>4
pegfilgrastim,March,2018,1,2018-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2018<br><b>No. of CT Studies: </b>1
pegfilgrastim,March,2019,0,2019-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2019<br><b>No. of CT Studies: </b>0
pegfilgrastim,March,2020,1,2020-03-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>March-2020<br><b>No. of CT Studies: </b>1
pegfilgrastim,May,2010,1,2010-05-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>May-2010<br><b>No. of CT Studies: </b>1
pegfilgrastim,May,2011,2,2011-05-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>May-2011<br><b>No. of CT Studies: </b>2
pegfilgrastim,May,2012,0,2012-05-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>May-2012<br><b>No. of CT Studies: </b>0
pegfilgrastim,May,2013,2,2013-05-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>May-2013<br><b>No. of CT Studies: </b>2
pegfilgrastim,May,2014,2,2014-05-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>May-2014<br><b>No. of CT Studies: </b>2
pegfilgrastim,May,2015,1,2015-05-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>May-2015<br><b>No. of CT Studies: </b>1
pegfilgrastim,May,2016,2,2016-05-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>May-2016<br><b>No. of CT Studies: </b>2
pegfilgrastim,May,2017,1,2017-05-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>May-2017<br><b>No. of CT Studies: </b>1
pegfilgrastim,May,2018,0,2018-05-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>May-2018<br><b>No. of CT Studies: </b>0
pegfilgrastim,May,2019,2,2019-05-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>May-2019<br><b>No. of CT Studies: </b>2
pegfilgrastim,November,2010,1,2010-11-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>November-2010<br><b>No. of CT Studies: </b>1
pegfilgrastim,November,2011,3,2011-11-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>November-2011<br><b>No. of CT Studies: </b>3
pegfilgrastim,November,2012,1,2012-11-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>November-2012<br><b>No. of CT Studies: </b>1
pegfilgrastim,November,2013,0,2013-11-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>November-2013<br><b>No. of CT Studies: </b>0
pegfilgrastim,November,2014,0,2014-11-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>November-2014<br><b>No. of CT Studies: </b>0
pegfilgrastim,November,2015,2,2015-11-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>November-2015<br><b>No. of CT Studies: </b>2
pegfilgrastim,November,2016,0,2016-11-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>November-2016<br><b>No. of CT Studies: </b>0
pegfilgrastim,November,2017,3,2017-11-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>November-2017<br><b>No. of CT Studies: </b>3
pegfilgrastim,November,2018,0,2018-11-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>November-2018<br><b>No. of CT Studies: </b>0
pegfilgrastim,November,2019,0,2019-11-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>November-2019<br><b>No. of CT Studies: </b>0
pegfilgrastim,October,2010,2,2010-10-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>October-2010<br><b>No. of CT Studies: </b>2
pegfilgrastim,October,2011,1,2011-10-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>October-2011<br><b>No. of CT Studies: </b>1
pegfilgrastim,October,2012,2,2012-10-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>October-2012<br><b>No. of CT Studies: </b>2
pegfilgrastim,October,2013,0,2013-10-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>October-2013<br><b>No. of CT Studies: </b>0
pegfilgrastim,October,2014,2,2014-10-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>October-2014<br><b>No. of CT Studies: </b>2
pegfilgrastim,October,2015,3,2015-10-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>October-2015<br><b>No. of CT Studies: </b>3
pegfilgrastim,October,2016,3,2016-10-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>October-2016<br><b>No. of CT Studies: </b>3
pegfilgrastim,October,2017,2,2017-10-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>October-2017<br><b>No. of CT Studies: </b>2
pegfilgrastim,October,2018,1,2018-10-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>October-2018<br><b>No. of CT Studies: </b>1
pegfilgrastim,October,2019,1,2019-10-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>October-2019<br><b>No. of CT Studies: </b>1
pegfilgrastim,September,2010,0,2010-09-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>September-2010<br><b>No. of CT Studies: </b>0
pegfilgrastim,September,2011,0,2011-09-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>September-2011<br><b>No. of CT Studies: </b>0
pegfilgrastim,September,2012,1,2012-09-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>September-2012<br><b>No. of CT Studies: </b>1
pegfilgrastim,September,2013,2,2013-09-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>September-2013<br><b>No. of CT Studies: </b>2
pegfilgrastim,September,2014,1,2014-09-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>September-2014<br><b>No. of CT Studies: </b>1
pegfilgrastim,September,2015,0,2015-09-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>September-2015<br><b>No. of CT Studies: </b>0
pegfilgrastim,September,2016,3,2016-09-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>September-2016<br><b>No. of CT Studies: </b>3
pegfilgrastim,September,2017,1,2017-09-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>September-2017<br><b>No. of CT Studies: </b>1
pegfilgrastim,September,2018,1,2018-09-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>September-2018<br><b>No. of CT Studies: </b>1
pegfilgrastim,September,2019,0,2019-09-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>September-2019<br><b>No. of CT Studies: </b>0
rituximab,April,2010,12,2010-04-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>April-2010<br><b>No. of CT Studies: </b>12
rituximab,April,2011,11,2011-04-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>April-2011<br><b>No. of CT Studies: </b>11
rituximab,April,2012,6,2012-04-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>April-2012<br><b>No. of CT Studies: </b>6
rituximab,April,2013,11,2013-04-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>April-2013<br><b>No. of CT Studies: </b>11
rituximab,April,2014,5,2014-04-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>April-2014<br><b>No. of CT Studies: </b>5
rituximab,April,2015,8,2015-04-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>April-2015<br><b>No. of CT Studies: </b>8
rituximab,April,2016,8,2016-04-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>April-2016<br><b>No. of CT Studies: </b>8
rituximab,April,2017,2,2017-04-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>April-2017<br><b>No. of CT Studies: </b>2
rituximab,April,2018,5,2018-04-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>April-2018<br><b>No. of CT Studies: </b>5
rituximab,April,2019,9,2019-04-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>April-2019<br><b>No. of CT Studies: </b>9
rituximab,August,2010,9,2010-08-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>August-2010<br><b>No. of CT Studies: </b>9
rituximab,August,2011,11,2011-08-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>August-2011<br><b>No. of CT Studies: </b>11
rituximab,August,2012,12,2012-08-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>August-2012<br><b>No. of CT Studies: </b>12
rituximab,August,2013,4,2013-08-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>August-2013<br><b>No. of CT Studies: </b>4
rituximab,August,2014,8,2014-08-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>August-2014<br><b>No. of CT Studies: </b>8
rituximab,August,2015,6,2015-08-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>August-2015<br><b>No. of CT Studies: </b>6
rituximab,August,2016,6,2016-08-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>August-2016<br><b>No. of CT Studies: </b>6
rituximab,August,2017,7,2017-08-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>August-2017<br><b>No. of CT Studies: </b>7
rituximab,August,2018,6,2018-08-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>August-2018<br><b>No. of CT Studies: </b>6
rituximab,August,2019,15,2019-08-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>August-2019<br><b>No. of CT Studies: </b>15
rituximab,December,2010,11,2010-12-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>December-2010<br><b>No. of CT Studies: </b>11
rituximab,December,2011,17,2011-12-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>December-2011<br><b>No. of CT Studies: </b>17
rituximab,December,2012,12,2012-12-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>December-2012<br><b>No. of CT Studies: </b>12
rituximab,December,2013,9,2013-12-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>December-2013<br><b>No. of CT Studies: </b>9
rituximab,December,2014,9,2014-12-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>December-2014<br><b>No. of CT Studies: </b>9
rituximab,December,2015,14,2015-12-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>December-2015<br><b>No. of CT Studies: </b>14
rituximab,December,2016,8,2016-12-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>December-2016<br><b>No. of CT Studies: </b>8
rituximab,December,2017,11,2017-12-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>December-2017<br><b>No. of CT Studies: </b>11
rituximab,December,2018,8,2018-12-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>December-2018<br><b>No. of CT Studies: </b>8
rituximab,December,2019,11,2019-12-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>December-2019<br><b>No. of CT Studies: </b>11
rituximab,February,2010,7,2010-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2010<br><b>No. of CT Studies: </b>7
rituximab,February,2011,10,2011-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2011<br><b>No. of CT Studies: </b>10
rituximab,February,2012,14,2012-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2012<br><b>No. of CT Studies: </b>14
rituximab,February,2013,5,2013-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2013<br><b>No. of CT Studies: </b>5
rituximab,February,2014,5,2014-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2014<br><b>No. of CT Studies: </b>5
rituximab,February,2015,8,2015-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2015<br><b>No. of CT Studies: </b>8
rituximab,February,2016,7,2016-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2016<br><b>No. of CT Studies: </b>7
rituximab,February,2017,12,2017-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2017<br><b>No. of CT Studies: </b>12
rituximab,February,2018,3,2018-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2018<br><b>No. of CT Studies: </b>3
rituximab,February,2019,6,2019-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2019<br><b>No. of CT Studies: </b>6
rituximab,February,2020,11,2020-02-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>February-2020<br><b>No. of CT Studies: </b>11
rituximab,January,2010,13,2010-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2010<br><b>No. of CT Studies: </b>13
rituximab,January,2011,7,2011-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2011<br><b>No. of CT Studies: </b>7
rituximab,January,2012,12,2012-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2012<br><b>No. of CT Studies: </b>12
rituximab,January,2013,12,2013-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2013<br><b>No. of CT Studies: </b>12
rituximab,January,2014,8,2014-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2014<br><b>No. of CT Studies: </b>8
rituximab,January,2015,9,2015-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2015<br><b>No. of CT Studies: </b>9
rituximab,January,2016,11,2016-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2016<br><b>No. of CT Studies: </b>11
rituximab,January,2017,8,2017-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2017<br><b>No. of CT Studies: </b>8
rituximab,January,2018,5,2018-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2018<br><b>No. of CT Studies: </b>5
rituximab,January,2019,9,2019-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2019<br><b>No. of CT Studies: </b>9
rituximab,January,2020,14,2020-01-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>January-2020<br><b>No. of CT Studies: </b>14
rituximab,July,2010,9,2010-07-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>July-2010<br><b>No. of CT Studies: </b>9
rituximab,July,2011,12,2011-07-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>July-2011<br><b>No. of CT Studies: </b>12
rituximab,July,2012,15,2012-07-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>July-2012<br><b>No. of CT Studies: </b>15
rituximab,July,2013,5,2013-07-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>July-2013<br><b>No. of CT Studies: </b>5
rituximab,July,2014,8,2014-07-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>July-2014<br><b>No. of CT Studies: </b>8
rituximab,July,2015,12,2015-07-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>July-2015<br><b>No. of CT Studies: </b>12
rituximab,July,2016,5,2016-07-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>July-2016<br><b>No. of CT Studies: </b>5
rituximab,July,2017,10,2017-07-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>July-2017<br><b>No. of CT Studies: </b>10
rituximab,July,2018,11,2018-07-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>July-2018<br><b>No. of CT Studies: </b>11
rituximab,July,2019,13,2019-07-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>July-2019<br><b>No. of CT Studies: </b>13
rituximab,June,2010,9,2010-06-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>June-2010<br><b>No. of CT Studies: </b>9
rituximab,June,2011,7,2011-06-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>June-2011<br><b>No. of CT Studies: </b>7
rituximab,June,2012,13,2012-06-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>June-2012<br><b>No. of CT Studies: </b>13
rituximab,June,2013,5,2013-06-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>June-2013<br><b>No. of CT Studies: </b>5
rituximab,June,2014,6,2014-06-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>June-2014<br><b>No. of CT Studies: </b>6
rituximab,June,2015,6,2015-06-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>June-2015<br><b>No. of CT Studies: </b>6
rituximab,June,2016,11,2016-06-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>June-2016<br><b>No. of CT Studies: </b>11
rituximab,June,2017,7,2017-06-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>June-2017<br><b>No. of CT Studies: </b>7
rituximab,June,2018,8,2018-06-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>June-2018<br><b>No. of CT Studies: </b>8
rituximab,June,2019,8,2019-06-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>June-2019<br><b>No. of CT Studies: </b>8
rituximab,March,2010,6,2010-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2010<br><b>No. of CT Studies: </b>6
rituximab,March,2011,12,2011-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2011<br><b>No. of CT Studies: </b>12
rituximab,March,2012,9,2012-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2012<br><b>No. of CT Studies: </b>9
rituximab,March,2013,7,2013-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2013<br><b>No. of CT Studies: </b>7
rituximab,March,2014,4,2014-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2014<br><b>No. of CT Studies: </b>4
rituximab,March,2015,10,2015-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2015<br><b>No. of CT Studies: </b>10
rituximab,March,2016,7,2016-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2016<br><b>No. of CT Studies: </b>7
rituximab,March,2017,8,2017-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2017<br><b>No. of CT Studies: </b>8
rituximab,March,2018,14,2018-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2018<br><b>No. of CT Studies: </b>14
rituximab,March,2019,7,2019-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2019<br><b>No. of CT Studies: </b>7
rituximab,March,2020,7,2020-03-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>March-2020<br><b>No. of CT Studies: </b>7
rituximab,May,2010,9,2010-05-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>May-2010<br><b>No. of CT Studies: </b>9
rituximab,May,2011,5,2011-05-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>May-2011<br><b>No. of CT Studies: </b>5
rituximab,May,2012,14,2012-05-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>May-2012<br><b>No. of CT Studies: </b>14
rituximab,May,2013,13,2013-05-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>May-2013<br><b>No. of CT Studies: </b>13
rituximab,May,2014,9,2014-05-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>May-2014<br><b>No. of CT Studies: </b>9
rituximab,May,2015,7,2015-05-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>May-2015<br><b>No. of CT Studies: </b>7
rituximab,May,2016,15,2016-05-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>May-2016<br><b>No. of CT Studies: </b>15
rituximab,May,2017,4,2017-05-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>May-2017<br><b>No. of CT Studies: </b>4
rituximab,May,2018,9,2018-05-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>May-2018<br><b>No. of CT Studies: </b>9
